Date/Time,Posts,Cumulative
2025-12-30T17:00:00.000Z,7,7
2025-12-30T18:00:00.000Z,11,18
2025-12-30T19:00:00.000Z,3,21
2025-12-30T20:00:00.000Z,9,30
2025-12-30T21:00:00.000Z,4,34
2025-12-30T22:00:00.000Z,0,34
2025-12-30T23:00:00.000Z,13,47
2025-12-31T00:00:00.000Z,1,48
2025-12-31T01:00:00.000Z,4,52
2025-12-31T02:00:00.000Z,0,52
2025-12-31T03:00:00.000Z,0,52
2025-12-31T04:00:00.000Z,0,52
2025-12-31T05:00:00.000Z,0,52
2025-12-31T06:00:00.000Z,13,65
2025-12-31T07:00:00.000Z,1,66
2025-12-31T08:00:00.000Z,5,71
2025-12-31T09:00:00.000Z,9,80
2025-12-31T10:00:00.000Z,0,80
2025-12-31T11:00:00.000Z,0,80
2025-12-31T12:00:00.000Z,0,80
2025-12-31T13:00:00.000Z,0,80
2025-12-31T14:00:00.000Z,0,80
2025-12-31T15:00:00.000Z,0,80
2025-12-31T16:00:00.000Z,16,96
2025-12-31T17:00:00.000Z,3,99
2025-12-31T18:00:00.000Z,0,99
2025-12-31T19:00:00.000Z,0,99
2025-12-31T20:00:00.000Z,0,99
2025-12-31T21:00:00.000Z,3,102
2025-12-31T22:00:00.000Z,20,122
2025-12-31T23:00:00.000Z,14,136
2026-01-01T00:00:00.000Z,7,143
2026-01-01T01:00:00.000Z,3,146
2026-01-01T02:00:00.000Z,5,151
2026-01-01T03:00:00.000Z,0,151
2026-01-01T04:00:00.000Z,0,151
2026-01-01T05:00:00.000Z,2,153
2026-01-01T06:00:00.000Z,0,153
2026-01-01T07:00:00.000Z,0,153
2026-01-01T08:00:00.000Z,1,154
2026-01-01T09:00:00.000Z,0,154
2026-01-01T10:00:00.000Z,0,154
2026-01-01T11:00:00.000Z,0,154
2026-01-01T12:00:00.000Z,0,154
2026-01-01T13:00:00.000Z,0,154
2026-01-01T14:00:00.000Z,0,154
2026-01-01T15:00:00.000Z,0,154
2026-01-01T16:00:00.000Z,0,154
2026-01-01T17:00:00.000Z,0,154
2026-01-01T18:00:00.000Z,0,154
2026-01-01T19:00:00.000Z,5,159
2026-01-01T20:00:00.000Z,9,168
2026-01-01T21:00:00.000Z,10,178
2026-01-01T22:00:00.000Z,0,178
2026-01-01T23:00:00.000Z,12,190
2026-01-02T00:00:00.000Z,0,190
2026-01-02T01:00:00.000Z,0,190
2026-01-02T02:00:00.000Z,0,190
2026-01-02T03:00:00.000Z,0,190
2026-01-02T04:00:00.000Z,0,190
2026-01-02T05:00:00.000Z,20,210
2026-01-02T06:00:00.000Z,0,210
2026-01-02T07:00:00.000Z,0,210
2026-01-02T08:00:00.000Z,0,210
2026-01-02T09:00:00.000Z,0,210
2026-01-02T10:00:00.000Z,0,210
2026-01-02T11:00:00.000Z,0,210
2026-01-02T12:00:00.000Z,0,210
2026-01-02T13:00:00.000Z,10,220
2026-01-02T14:00:00.000Z,0,220
2026-01-02T15:00:00.000Z,0,220
2026-01-02T16:00:00.000Z,23,243
2026-01-02T17:00:00.000Z,3,246
2026-01-02T18:00:00.000Z,5,251
2026-01-02T19:00:00.000Z,3,254
2026-01-02T20:00:00.000Z,0,254
2026-01-02T21:00:00.000Z,0,254
2026-01-02T22:00:00.000Z,0,254
2026-01-02T23:00:00.000Z,0,254
2026-01-03T00:00:00.000Z,6,260
2026-01-03T01:00:00.000Z,0,260
2026-01-03T02:00:00.000Z,0,260
2026-01-03T03:00:00.000Z,16,276
2026-01-03T04:00:00.000Z,3,279
2026-01-03T05:00:00.000Z,5,284
2026-01-03T06:00:00.000Z,10,294
2026-01-03T07:00:00.000Z,6,300
2026-01-03T08:00:00.000Z,0,300
2026-01-03T09:00:00.000Z,0,300
2026-01-03T10:00:00.000Z,0,300
2026-01-03T11:00:00.000Z,0,300
2026-01-03T12:00:00.000Z,0,300
2026-01-03T13:00:00.000Z,0,300
2026-01-03T14:00:00.000Z,0,300
2026-01-03T15:00:00.000Z,6,306
2026-01-03T16:00:00.000Z,1,307
2026-01-03T17:00:00.000Z,8,315
2026-01-03T18:00:00.000Z,7,322
2026-01-03T19:00:00.000Z,4,326
2026-01-03T20:00:00.000Z,6,332
2026-01-03T21:00:00.000Z,13,345
2026-01-03T22:00:00.000Z,1,346
2026-01-03T23:00:00.000Z,1,347
2026-01-04T00:00:00.000Z,4,351
2026-01-04T01:00:00.000Z,0,351
2026-01-04T02:00:00.000Z,0,351
2026-01-04T03:00:00.000Z,0,351
2026-01-04T04:00:00.000Z,0,351
2026-01-04T05:00:00.000Z,12,363
2026-01-04T06:00:00.000Z,8,371
2026-01-04T07:00:00.000Z,3,374
2026-01-04T08:00:00.000Z,11,385
2026-01-04T09:00:00.000Z,1,386
2026-01-04T10:00:00.000Z,0,386
2026-01-04T11:00:00.000Z,0,386
2026-01-04T12:00:00.000Z,0,386
2026-01-04T13:00:00.000Z,5,391
2026-01-04T14:00:00.000Z,12,403
2026-01-04T15:00:00.000Z,8,411
2026-01-04T16:00:00.000Z,10,421
2026-01-04T17:00:00.000Z,0,421
2026-01-04T18:00:00.000Z,0,421
2026-01-04T19:00:00.000Z,6,427
2026-01-04T20:00:00.000Z,4,431
2026-01-04T21:00:00.000Z,0,431
2026-01-04T22:00:00.000Z,0,431
2026-01-04T23:00:00.000Z,0,431
2026-01-05T00:00:00.000Z,0,431
2026-01-05T01:00:00.000Z,0,431
2026-01-05T02:00:00.000Z,0,431
