Date/Time,Posts,Cumulative
2026-01-02T17:00:00.000Z,3,3
2026-01-02T18:00:00.000Z,5,8
2026-01-02T19:00:00.000Z,3,11
2026-01-02T20:00:00.000Z,0,11
2026-01-02T21:00:00.000Z,0,11
2026-01-02T22:00:00.000Z,0,11
2026-01-02T23:00:00.000Z,0,11
2026-01-03T00:00:00.000Z,6,17
2026-01-03T01:00:00.000Z,0,17
2026-01-03T02:00:00.000Z,0,17
2026-01-03T03:00:00.000Z,16,33
2026-01-03T04:00:00.000Z,3,36
2026-01-03T05:00:00.000Z,5,41
2026-01-03T06:00:00.000Z,10,51
2026-01-03T07:00:00.000Z,6,57
2026-01-03T08:00:00.000Z,0,57
2026-01-03T09:00:00.000Z,0,57
2026-01-03T10:00:00.000Z,0,57
2026-01-03T11:00:00.000Z,0,57
2026-01-03T12:00:00.000Z,0,57
2026-01-03T13:00:00.000Z,0,57
2026-01-03T14:00:00.000Z,0,57
2026-01-03T15:00:00.000Z,6,63
2026-01-03T16:00:00.000Z,1,64
2026-01-03T17:00:00.000Z,8,72
2026-01-03T18:00:00.000Z,7,79
2026-01-03T19:00:00.000Z,4,83
2026-01-03T20:00:00.000Z,6,89
2026-01-03T21:00:00.000Z,13,102
2026-01-03T22:00:00.000Z,1,103
2026-01-03T23:00:00.000Z,1,104
2026-01-04T00:00:00.000Z,4,108
2026-01-04T01:00:00.000Z,0,108
2026-01-04T02:00:00.000Z,0,108
2026-01-04T03:00:00.000Z,0,108
2026-01-04T04:00:00.000Z,0,108
2026-01-04T05:00:00.000Z,12,120
2026-01-04T06:00:00.000Z,8,128
2026-01-04T07:00:00.000Z,3,131
2026-01-04T08:00:00.000Z,11,142
2026-01-04T09:00:00.000Z,1,143
2026-01-04T10:00:00.000Z,0,143
2026-01-04T11:00:00.000Z,0,143
2026-01-04T12:00:00.000Z,0,143
2026-01-04T13:00:00.000Z,5,148
2026-01-04T14:00:00.000Z,12,160
2026-01-04T15:00:00.000Z,8,168
2026-01-04T16:00:00.000Z,10,178
2026-01-04T17:00:00.000Z,0,178
2026-01-04T18:00:00.000Z,0,178
2026-01-04T19:00:00.000Z,6,184
2026-01-04T20:00:00.000Z,4,188
2026-01-04T21:00:00.000Z,0,188
2026-01-04T22:00:00.000Z,0,188
2026-01-04T23:00:00.000Z,0,188
2026-01-05T00:00:00.000Z,0,188
2026-01-05T01:00:00.000Z,0,188
2026-01-05T02:00:00.000Z,0,188
2026-01-05T03:00:00.000Z,0,188
2026-01-05T04:00:00.000Z,0,188
2026-01-05T05:00:00.000Z,0,188
2026-01-05T06:00:00.000Z,0,188
2026-01-05T07:00:00.000Z,0,188
2026-01-05T08:00:00.000Z,1,189
2026-01-05T09:00:00.000Z,0,189
2026-01-05T10:00:00.000Z,0,189
2026-01-05T11:00:00.000Z,0,189
2026-01-05T12:00:00.000Z,0,189
2026-01-05T13:00:00.000Z,0,189
2026-01-05T14:00:00.000Z,19,208
2026-01-05T15:00:00.000Z,8,216
2026-01-05T16:00:00.000Z,11,227
2026-01-05T17:00:00.000Z,1,228
2026-01-05T18:00:00.000Z,0,228
2026-01-05T19:00:00.000Z,0,228
2026-01-05T20:00:00.000Z,9,237
2026-01-05T21:00:00.000Z,5,242
2026-01-05T22:00:00.000Z,1,243
2026-01-05T23:00:00.000Z,1,244
2026-01-06T00:00:00.000Z,5,249
2026-01-06T01:00:00.000Z,0,249
2026-01-06T02:00:00.000Z,0,249
2026-01-06T03:00:00.000Z,0,249
2026-01-06T04:00:00.000Z,4,253
2026-01-06T05:00:00.000Z,9,262
2026-01-06T06:00:00.000Z,10,272
2026-01-06T07:00:00.000Z,0,272
2026-01-06T08:00:00.000Z,0,272
2026-01-06T09:00:00.000Z,0,272
2026-01-06T10:00:00.000Z,0,272
2026-01-06T11:00:00.000Z,0,272
2026-01-06T12:00:00.000Z,1,273
2026-01-06T13:00:00.000Z,15,288
2026-01-06T14:00:00.000Z,8,296
2026-01-06T15:00:00.000Z,0,296
2026-01-06T16:00:00.000Z,0,296
2026-01-06T17:00:00.000Z,0,296
2026-01-06T18:00:00.000Z,4,300
2026-01-06T19:00:00.000Z,1,301
2026-01-06T20:00:00.000Z,0,301
2026-01-06T21:00:00.000Z,10,311
2026-01-06T22:00:00.000Z,5,316
2026-01-06T23:00:00.000Z,2,318
2026-01-07T00:00:00.000Z,0,318
2026-01-07T01:00:00.000Z,1,319
2026-01-07T02:00:00.000Z,1,320
2026-01-07T03:00:00.000Z,0,320
2026-01-07T04:00:00.000Z,0,320
2026-01-07T05:00:00.000Z,0,320
2026-01-07T06:00:00.000Z,10,330
2026-01-07T07:00:00.000Z,1,331
2026-01-07T08:00:00.000Z,0,331
2026-01-07T09:00:00.000Z,0,331
2026-01-07T10:00:00.000Z,0,331
2026-01-07T11:00:00.000Z,0,331
2026-01-07T12:00:00.000Z,11,342
2026-01-07T13:00:00.000Z,15,357
2026-01-07T14:00:00.000Z,5,362
2026-01-07T15:00:00.000Z,0,362
2026-01-07T16:00:00.000Z,6,368
2026-01-07T17:00:00.000Z,25,393
2026-01-07T18:00:00.000Z,2,395
2026-01-07T19:00:00.000Z,6,401
2026-01-07T20:00:00.000Z,0,401
2026-01-07T21:00:00.000Z,0,401
2026-01-07T22:00:00.000Z,0,401
2026-01-07T23:00:00.000Z,0,401
2026-01-08T00:00:00.000Z,0,401
2026-01-08T01:00:00.000Z,0,401
2026-01-08T02:00:00.000Z,0,401
2026-01-08T03:00:00.000Z,1,402
2026-01-08T04:00:00.000Z,0,402
2026-01-08T05:00:00.000Z,1,403
2026-01-08T06:00:00.000Z,2,405
2026-01-08T07:00:00.000Z,12,417
2026-01-08T08:00:00.000Z,1,418
2026-01-08T09:00:00.000Z,0,418
2026-01-08T10:00:00.000Z,0,418
2026-01-08T11:00:00.000Z,0,418
2026-01-08T12:00:00.000Z,0,418
2026-01-08T13:00:00.000Z,7,425
2026-01-08T14:00:00.000Z,15,440
2026-01-08T15:00:00.000Z,21,461
2026-01-08T16:00:00.000Z,16,477
2026-01-08T17:00:00.000Z,12,489
2026-01-08T18:00:00.000Z,11,500
2026-01-08T19:00:00.000Z,3,503
2026-01-08T20:00:00.000Z,0,503
2026-01-08T21:00:00.000Z,2,505
2026-01-08T22:00:00.000Z,5,510
2026-01-08T23:00:00.000Z,0,510
2026-01-09T00:00:00.000Z,0,510
2026-01-09T01:00:00.000Z,0,510
2026-01-09T02:00:00.000Z,0,510
2026-01-09T03:00:00.000Z,0,510
2026-01-09T04:00:00.000Z,0,510
2026-01-09T05:00:00.000Z,0,510
2026-01-09T06:00:00.000Z,0,510
2026-01-09T07:00:00.000Z,0,510
2026-01-09T08:00:00.000Z,49,559
2026-01-09T09:00:00.000Z,3,562
2026-01-09T10:00:00.000Z,0,562
2026-01-09T11:00:00.000Z,0,562
2026-01-09T12:00:00.000Z,0,562
2026-01-09T13:00:00.000Z,0,562
2026-01-09T14:00:00.000Z,0,562
2026-01-09T15:00:00.000Z,0,562
2026-01-09T16:00:00.000Z,8,570
2026-01-09T17:00:00.000Z,0,570
